Titre,Description,URL
"Black Friday : Jusqu’à 50% de réduction sur la gamme soundcore, pour profiter du meilleur son au meilleur prix","C’est le moment parfait pour les amateurs de musique et de technologie : à l’occasion du Black Friday, Anker propose jusqu’à 50% de remise sur la gamme soundcore. Avec des prix défiants toute concurrence et un son de qualité, vous trouverez forcément de quoi …",https://www.lesnumeriques.com/publicite/black-friday-jusqu-a-50-de-reduction-sur-la-gamme-soundcore-pour-profiter-du-meilleur-son-au-meilleur-prix-230056.html
"Amazon investit à nouveau 4 milliards de dollars dans Anthropic, le concurrent d’OpenAI","Amazon a officialisé un nouvel investissement de 4 milliards de dollars dans Anthropic, la startup qui défie le créateur de ChatGPT.",https://www.presse-citron.net/amazon-investit-a-nouveau-4-milliards-de-dollars-dans-anthropic-le-concurrent-dopenai/
Stellantis mise sur des batteries 2 fois moins chères et plus rapides à recharger,"Stellantis officialise un partenariat avec la société Zeta Energy qui lui permettra d’utiliser des batteries lithium-soufre d’ici 2030. Ces batteries seront plus légères, moins chères et plus rapides à recharger.",https://www.presse-citron.net/stellantis-mise-sur-des-batteries-2-fois-moins-cheres-et-plus-rapides-a-recharger/
Google présente un nouveau générateur de vidéos qui défie Sora : qui peut y accéder ?,"Google lance un nouveau modèle de génération de vidéo baptisé Veo 2. Celui-ci serait de meilleure qualité que les modèles concurrents, et il est capable de créer des vidéos de plusieurs minutes en résolution 4K.",https://www.presse-citron.net/google-presente-un-nouveau-generateur-de-videos-qui-defie-sora-qui-peut-y-acceder/
Duel : AirPods 4 ANC vs AirPods 4 : les clones d'Apple entrent en guerre !,"Avec les AirPods 4 ANC, Apple a enfin décidé d’octroyer un système de réduction du bruit à ses célèbres écouteurs sans-fil ouverts. L’intégration de cette fameuse technologie suffirait-elle donc à les rendre plus attractifs que les AirPods 4 classiques ? Que …",https://www.lesnumeriques.com/intra-ecouteur-true-wireless/face-a-face/75574-75576.html
"Actualité : Après les iPad Pro, l’iPad mini d'Apple s’apprête à goûter aux écrans Oled","Alors que la technologie est reine chez les iPhone et Apple Watch, l’Oled s’apprête à faire une percée après les iPad Pro M4 sur les iPad mini et Air ou encore les MacBook Pro et Air au cours des prochaines années. Voici les plans d’Apple !",https://www.lesnumeriques.com/tablette-tactile/apres-les-ipad-pro-l-ipad-mini-d-apple-s-apprete-a-gouter-aux-ecrans-oled-n230624.html
"Actualité : Top produit – La carte graphique Nvidia GeForce RTX 4060 KFA2 à 278,99 €","La carte graphique Nvidia GeForce RTX 4060 KFA2 s'affiche aujourd'hui à 278,99 € chez Top Achat.",https://www.lesnumeriques.com/carte-graphique/top-produit-la-carte-graphique-nvidia-geforce-rtx-4060-kfa2-a-278-99-n230813.html
Le Galaxy S25 pourrait devenir un véritable smartphone gaming grâce à cette nouveauté,Samsung se préparerait à faire du Galaxy S25 un excellent smartphone pour le jeu vidéo grâce à une nouvelle fonctionnalité. De quoi révolutionner le gaming sur mobile ? Peut-être bien.,https://www.frandroid.com/marques/samsung/2407634_le-galaxy-s25-pourrait-devenir-un-veritable-smartphone-gaming-grace-a-cette-nouveaute
Adobe supprime enfin les reflets sur vos photos,"Photographes amateurs et professionnels, soyez joie car Adobe vient de dévoiler une technologie qui va résoudre l’un des casse-têtes les plus frustrants de la photographie : les reflets dans les vitres. Plus besoin de vous casser la tête sur Photoshop à tente…",https://korben.info/adobe-camera-raw-suppression-reflets-photos.html
"Actualité : Bon plan – Le casque vélo Bontrager Starvos Wavecel Jaune ""5 étoiles"" à 59,88 € (-17%)",Le casque vélo Bontrager Starvos Wavecel Jaune passe sous les 60 € chez Alltricks soit une baisse d'environ 17% sur le prix habituellement constaté. C'est actuellement l'un des meilleurs produit de notre comparatif.,https://www.lesnumeriques.com/casque-velo/bon-plan-le-casque-velo-bontrager-starvos-wavecel-jaune-5-etoiles-a-59-88-17-n229679.html
"Actualité : Bon plan – Le casque vélo Bontrager Starvos Wavecel Jaune ""5 étoiles"" à 59,88 € (-17%)",Le casque vélo Bontrager Starvos Wavecel Jaune passe sous les 60 € chez Alltricks soit une baisse d'environ 17% sur le prix habituellement constaté. C'est actuellement l'un des meilleurs produit de notre comparatif.,https://www.lesnumeriques.com/casque-velo/bon-plan-le-casque-velo-bontrager-starvos-wavecel-jaune-5-etoiles-a-59-88-17-n229640.html
"Actualité : Bon plan – Le téléviseur LG 65G3 ""5 étoiles"" à 1 290,00 € (-28%)",Le téléviseur LG 65G3 passe sous les 1300 € chez Fnac.com soit une baisse d'environ 28% sur le prix habituellement constaté. C'est actuellement le meilleur produit de notre comparatif.,https://www.lesnumeriques.com/tv-televiseur/bon-plan-le-televiseur-lg-65g3-5-etoiles-a-1-290-00-28-n230739.html
Live Black Friday : vous avez des chances de gagner un aspirateur Roborock !,Préparez-vous à vivre un Black Friday phénoménal rempli de cadeaux à l’occasion de notre Live shopping inédit en partenariat avec 4 marques très appréciées.,https://www.journaldugeek.com/2024/11/27/live-black-friday-vous-avez-des-chances-de-gagner-un-aspirateur-roborock/
Liseuses : quel modèle choisir en 2025 ?,"Vous voulez vous (re)mettre à la lecture sans encombrer votre bibliothèque d'épais volumes de papier ? Voici notre sélection de liseuses, pour tous les profils et tous les budgets.",https://www.journaldugeek.com/dossier/liseuses-quel-modele-choisir-en-2025/
"Actualité : Black Friday 2024 – Le téléviseur Philips 65OLED909 ""5 étoiles"" à 2 290,00 € (-14%)",Le téléviseur Philips 65OLED909 passe sous les 2300 € chez Son-Video.com soit une baisse d'environ 14% sur le prix habituellement constaté.,https://www.lesnumeriques.com/tv-televiseur/black-friday-2024-le-televiseur-philips-65oled909-5-etoiles-a-2-290-00-14-n229496.html
Actualité : iPhone 17 : Apple pourrait bien placer Face ID sous l’écran,"Face ID sous l’écran des iPhone, c’est une rumeur que l’on entend depuis un moment. À en croire un média spécialisé Apple, le projet pourrait bien aboutir en 2025 avec les iPhone 17, potentiellement sur les modèles Pro Max ou Air.",https://www.lesnumeriques.com/telephone-portable/iphone-17-apple-pourrait-bien-placer-face-id-sous-l-ecran-n230501.html
Rowenta X-Force Flex 15.60 : l'aspirateur balai qui défie les lois de la flexibilité !,Oubliez ce que vous croyiez savoir sur les aspirateurs. Le Rowenta X-Force Flex 15.60 est bien davantage qu'un simple aspirateur balai. Il combine une puissance d'aspiration exceptionnelle à une flexibilité inégalée pour un nettoyage en profondeur de tous vos…,https://www.lesnumeriques.com/publicite/rowenta-x-force-flex-15-60-l-aspirateur-balai-qui-defie-les-lois-de-la-flexibilite-230063.html
"Actualité : Black Friday 2024 – Le téléviseur Philips 65OLED909 ""5 étoiles"" à 2 290,00 € (-11%)","Le téléviseur Philips 65OLED909 passe sous les 2300 € chez Boulanger.com, Son-Video.com et Cobra soit une baisse d'environ 11% sur le prix habituellement constaté.",https://www.lesnumeriques.com/tv-televiseur/black-friday-2024-le-televiseur-philips-65oled909-5-etoiles-a-2-290-00-11-n229722.html
"Actualité : Pour son écran pliable en trois parties, Samsung pourrait intégrer une batterie d'un tout nouveau genre","Pour offrir une meilleure batterie à ses modèles pliables, Samsung travaillerait sur une batterie elle-même pliable. C'est du moins ce que révèle un brevet déposé par le géant sud-coréen.",https://www.lesnumeriques.com/mobilite/pour-son-ecran-pliable-en-trois-parties-samsung-pourrait-integrer-une-batterie-d-un-tout-nouveau-genre-n230199.html
"OnePlus 13 : fin du suspense, on connaît la date d’arrivée du flagship killer","C'est officiel, le OnePlus 13 arrive en janvier 2025 et le fleuron de la marque promet encore d'impressionner techniquement.",https://www.journaldugeek.com/2024/12/02/oneplus-13-fin-du-suspense-on-connait-la-date-darrivee-du-flagship-killer/
AirPods 4 2024 : les derniers écouteurs Apple à prix imbattable ,Les derniers écouteurs sans fil d'Apple s'offrent une remise exceptionnelle chez Cdiscount pour Black Friday.,https://www.journaldugeek.com/bon-plan/airpods-4-2024-les-nouveaux-ecouteurs-apple-a-prix-imbattable/
Black Friday : FPS au max et prix mini pour la carte graphique GeForce RTX 4070 Super ,Vous cherchez une super carte graphique pour booster votre config gaming ? La MSI GeForce RTX 4070 Super est justement proposé à un prix très intéressant en cette première journée de Black Friday sur Amazon.,https://www.journaldugeek.com/bon-plan/black-friday-fps-au-max-et-prix-mini-pour-la-carte-graphique-geforce-rtx-4070-super/
